template_date,baseline,predictor,status,termination_condition,solver_invoked,mip_gap,runtime_seconds,level_bound_hit_count
2025-04-24,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.018674599999940256,0
2025-04-25,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02506370000082825,0
2025-04-26,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.019033300000955933,0
2025-04-27,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02132499999970605,0
2025-04-28,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02246689999992668,0
2025-04-29,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02232660000117903,0
2025-04-30,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.03490870000132418,0
2025-05-01,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.026578800001516356,0
2025-05-02,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.04103960000065854,0
2025-05-03,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.04253129999960947,0
2025-05-04,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.01943539999956556,0
2025-05-05,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.03339810000034049,0
2025-05-06,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.021544799999901443,0
2025-05-07,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.021257000000332482,0
2025-05-08,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.020501799999692594,0
2025-05-09,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02573590000065451,0
2025-05-10,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.0795577000008052,0
2025-05-11,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.019097900001725066,0
2025-05-12,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,1.6287174999621813e-16,0.018715700000029756,0
2025-05-13,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.030334200000652345,0
2025-05-14,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.018782900000587688,0
2025-05-15,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.01957869999932882,0
2025-05-16,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.020990699998947093,0
2025-05-17,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02347130000089237,0
2025-05-18,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.019021000000066124,0
2025-05-19,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.028798199999073404,0
2025-05-20,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.04749420000007376,0
2025-05-21,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.023574299999381765,0
2025-05-22,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.022531799999342184,0
2025-05-23,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.06747469999936584,0
2025-05-24,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.044546000000991626,0
2025-05-25,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.027374699999199947,0
2025-05-26,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02603350000026694,0
2025-05-27,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.018600199999127653,0
2025-05-28,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02049289999922621,0
2025-05-29,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.022414600000047358,0
2025-05-30,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02824280000095314,0
2025-05-31,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.025758300000234158,0
2025-06-01,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.025657500000306754,0
2025-06-02,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.024752200000875746,0
2025-06-03,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.01762149999922258,0
2025-06-04,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02174120000017865,0
2025-06-05,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.024239200000010896,0
2025-06-06,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02443940000011935,0
2025-06-07,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.03085030000147526,0
2025-06-08,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.020784199999980046,0
2025-06-09,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.016959999999016873,0
2025-06-10,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.018977499999891734,0
2025-06-11,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.020012699998915195,0
2025-06-12,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02554289999898174,0
2025-06-13,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.03696560000025784,0
2025-06-14,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.03206580000005488,0
2025-06-15,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.015550500000244938,0
2025-06-16,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02039409999997588,0
2025-06-17,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.029915699999037315,0
2025-06-18,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.015254500000082771,0
2025-06-19,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.01235619999897608,0
2025-06-20,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.0196194000000105,0
2025-06-21,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.07290379999903962,0
2025-06-22,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.02859340000031807,0
2025-06-23,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.032410200001322664,0
2025-06-24,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.025248399999327376,0
2025-06-25,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.01793590000124823,0
2025-06-26,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,1.2757991919156059e-16,0.01804700000138837,0
2025-06-27,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.0590133000005153,0
2025-06-28,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.04658779999954277,0
2025-06-29,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.026476999999431428,0
2025-06-30,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.032903400000577676,0
2025-07-01,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.03781139999955485,0
2025-07-02,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.0375648999997793,0
2025-07-03,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.030881799999406212,0
2025-07-04,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.04177189999973052,0
2025-07-05,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.03742510000120092,0
2025-07-06,Q4_2_PRICE_CANDIDATE_P3,P3_SHAPE_LEVEL,OPTIMAL,Optimal,True,0.0,0.026509700001042802,0
